,,,,,기관,외국인,외국인,외국인
날짜,종가,전일비,등락률,거래량,순매매량,순매매량,보유주수,보유율
2009.05.28,"559,000",24000,4.49%,"661,008","69,655","53,680","65,971,246",44.79%
2009.05.27,"535,000",-3000,-0.56%,"621,474","-148,529","105,115","65,916,296",44.75%
2009.05.26,"538,000",-7000,-1.28%,"561,091","-171,056","85,494","65,811,181",44.68%
2009.05.25,"545,000",-5000,-0.91%,"569,233","-168,530","25,605","65,725,687",44.62%
2009.05.22,"550,000",-13000,-2.31%,"513,419","-129,961","-7,667","65,700,082",44.60%
2009.05.21,"563,000",-13000,-2.26%,"401,741","-27,475","-25,511","65,708,749",44.61%
2009.05.20,"576,000",6000,1.05%,"424,441","-134,350","225,721","65,735,408",44.63%
2009.05.19,"570,000",14000,2.52%,"558,953","-46,921","122,569","65,509,687",44.47%
2009.05.18,"556,000",1000,0.18%,"448,912","-87,519","47,600","65,389,118",44.39%
2009.05.15,"555,000",3000,0.54%,"470,800","-76,715","60,759","65,341,518",44.36%
2009.05.14,"552,000",-8000,-1.43%,"616,722","-170,393","53,559","64,692,759",43.92%
2009.05.13,"560,000",-1000,-0.18%,"587,440","-46,202","-22,344","64,639,200",43.88%
2009.05.12,"561,000",-2000,-0.36%,"478,618","11,436","-21,937","64,661,544",43.90%
2009.05.11,"563,000",-6000,-1.05%,"645,642","-257,460","73,190","64,683,301",43.91%
2009.05.08,"569,000",3000,0.53%,"457,850","-1,796","-29,002","64,609,801",43.86%
2009.05.07,"566,000",1000,0.18%,"692,174","-139,631","-87,223","64,638,973",43.88%
2009.05.06,"565,000",-17000,-2.92%,"1,162,246","-367,942","-206,409","64,733,714",43.95%
2009.05.04,"582,000",-10000,-1.69%,"794,074","-290,304","9,158","64,952,512",44.10%
2009.04.30,"592,000",6000,1.02%,"614,575","-59,191","136,680","64,963,160",44.10%
2009.04.29,"586,000",11000,1.91%,"330,345","-1,007","28,505","64,805,172",44.00%
2009.04.28,"575,000",-10000,-1.71%,"483,330","36,421","-84,515","64,776,221",43.98%
2009.04.27,"585,000",-7000,-1.18%,"544,508","-128,876","-32,802","64,860,736",44.03%
2009.04.24,"592,000",-35000,-5.58%,"918,606","-99,903","-103,861","64,874,890",44.04%
2009.04.23,"627,000",18000,2.96%,"648,383","30,626","82,994","64,982,251",44.12%
2009.04.22,"609,000",18000,3.05%,"823,549","5,684","61,011","64,899,757",44.06%
2009.04.21,"591,000",-1000,-0.17%,"366,625","18,998","-14,712","64,838,746",44.02%
2009.04.20,"592,000",-5000,-0.84%,"352,314","-27,396","-24,477","64,862,834",44.03%
2009.04.17,"597,000",16000,2.75%,"813,278","-73,482","201,155","64,887,311",44.05%
2009.04.16,"581,000",-4000,-0.68%,"585,753","-85,605","89,769","64,685,971",43.91%
2009.04.15,"585,000",10000,1.74%,"515,900","41,105","-82,843","64,598,647",43.86%
2009.04.14,"575,000",-8000,-1.37%,"511,532","-109,151","-14,227","64,682,147",43.91%
2009.04.13,"583,000",-20000,-3.32%,"414,643","-130,774","25,532","64,696,364",43.92%
2009.04.10,"603,000",23000,3.97%,"654,511","-111,444","242,556","64,670,832",43.90%
2009.04.09,"580,000",23000,4.13%,"618,462","-96,678","100,343","64,428,306",43.74%
2009.04.08,"557,000",-27000,-4.62%,"629,676","66,045","-251,642","64,327,963",43.67%
2009.04.07,"584,000",-10000,-1.68%,"548,239","135,578","-193,179","64,572,097",43.84%
2009.04.06,"594,000",1000,0.17%,"666,796","139,108","-85,751","64,765,276",43.97%
2009.04.03,"593,000",2000,0.34%,"494,771","-55,293","59,532","64,868,459",44.04%
2009.04.02,"591,000",21000,3.68%,"574,300","72,246","14,700","64,808,927",44.00%
2009.04.01,"570,000",2000,0.35%,"499,210","-16,561","-14,674","64,794,227",43.99%
2009.03.31,"568,000",1000,0.18%,"400,383","65,787","-38,403","64,811,052",44.00%
2009.03.30,"567,000",-17000,-2.91%,"367,430","-12,640","9,107","64,854,235",44.03%
2009.03.27,"584,000",14000,2.46%,"570,942","-38,326","158,569","65,437,700",44.43%
2009.03.26,"570,000",14000,2.52%,"417,543","63,504","15,585","65,279,131",44.32%
2009.03.25,"556,000",-3000,-0.54%,"255,161","7,323","19,895","65,263,546",44.31%
2009.03.24,"559,000",10000,1.82%,"496,199","-74,537","114,438","65,243,651",44.29%
2009.03.23,"549,000",7000,1.29%,"348,027","-20,155","90,451","65,129,213",44.22%
2009.03.20,"542,000",1000,0.18%,"351,232","1,633","65,962","65,039,720",44.15%
2009.03.19,"541,000",1000,0.19%,"390,350","-15,503","48,711","64,980,471",44.11%
2009.03.18,"540,000",6000,1.12%,"338,260","45,022","-30,912","64,934,160",44.08%
2009.03.17,"534,000",11000,2.10%,"404,265","58,569","-49,112","64,965,072",44.10%
2009.03.16,"523,000",-5000,-0.95%,"294,232","-4,073","-3,082","65,016,584",44.14%
2009.03.13,"528,000",-8000,-1.49%,"482,577","8,497","46,830","65,081,658",44.18%
2009.03.12,"536,000",11000,2.10%,"1,015,424","181,149","-13,811","65,034,448",44.15%
2009.03.11,"525,000",21000,4.17%,"531,834","26,865","131,825","65,048,268",44.16%
2009.03.10,"504,000",-11000,-2.14%,"409,733","-64,452","51,900","64,916,443",44.07%
2009.03.09,"515,000",12000,2.39%,"364,505","-31,620","77,515","64,870,543",44.04%
2009.03.06,"503,000",0,0.00%,"388,240","40,021","6,699","64,788,999",43.98%
2009.03.05,"503,000",14000,2.86%,"659,652","-62,585","220,150","64,781,820",43.98%
2009.03.04,"489,000",13500,2.84%,"522,266","59,064","-2,578","64,561,670",43.83%
2009.03.03,"475,500",13500,2.92%,"499,864","141,100","-87,750","64,569,168",43.84%
2009.03.02,"462,000",-15000,-3.14%,"495,966","23,972","-120,629","64,661,838",43.90%
2009.02.27,"477,000",0,0.00%,"591,657","-12,938","49,100","64,782,516",43.98%
2009.02.26,"477,000",-1000,-0.21%,"439,354","48,097","-9,416","64,733,377",43.95%
2009.02.25,"478,000",10500,2.25%,"418,548","-9,596","-5,772","64,742,793",43.95%
2009.02.24,"467,500",-17500,-3.61%,"453,439","-10,988","-79,524","64,750,611",43.96%
2009.02.23,"485,000",17500,3.74%,"426,559","-12,747","-4,488","64,830,135",44.01%
2009.02.20,"467,500",-13000,-2.71%,"520,104","57,325","-145,644","64,834,623",44.02%
2009.02.19,"480,500",2500,0.52%,"529,170","-60,592","-30,124","64,979,667",44.11%
2009.02.18,"478,000",-12500,-2.55%,"581,210","-134,790","-31,381","65,012,788",44.14%
2009.02.17,"490,500",-13500,-2.68%,"473,899","-125,310","37,677","65,044,169",44.16%
2009.02.16,"504,000",-7000,-1.37%,"327,738","-52,344","-1,027","65,006,492",44.13%
2009.02.13,"511,000",-9000,-1.73%,"481,436","7,578","-57,346","65,007,519",44.13%
2009.02.12,"520,000",7000,1.36%,"560,429","-133,601","72,031","65,064,865",44.17%
2009.02.11,"513,000",-7000,-1.35%,"325,350","-54,779","27,389","64,992,834",44.12%
2009.02.10,"520,000",-7000,-1.33%,"497,492","64,100","-90,607","64,965,445",44.10%
2009.02.09,"527,000",-18000,-3.30%,"652,399","-133,616","125,819","65,056,052",44.17%
2009.02.06,"545,000",24000,4.61%,"696,621","-19,780","256,570","64,930,233",44.08%
2009.02.05,"521,000",3000,0.58%,"695,839","-36,077","237,833","64,673,673",43.91%
2009.02.04,"518,000",28000,5.71%,"614,068","63,710","137,155","64,436,730",43.75%
2009.02.03,"490,000",16500,3.48%,"549,025","-93,504","140,106","64,318,025",43.66%
2009.02.02,"473,500",-14500,-2.97%,"471,490","-133,596","89,705","64,156,827",43.56%
2009.01.30,"488,000",-10500,-2.11%,"386,698","16,931","-2,490","64,070,074",43.50%
2009.01.29,"498,500",10000,2.05%,"656,374","12,020","252,847","64,072,564",43.50%
2009.01.28,"488,500",46500,10.52%,"919,012","188,120","37,585","63,799,877",43.31%
2009.01.23,"442,000",-19000,-4.12%,"632,513","-144,015","28,150","63,762,302",43.29%
2009.01.22,"461,000",12500,2.79%,"524,424","-97,390","88,294","63,731,515",43.27%
2009.01.21,"448,500",-15500,-3.34%,"444,825","-36,273","-81,878","63,643,713",43.21%
2009.01.20,"464,000",-11000,-2.32%,"369,921","-101,555","4,334","63,725,591",43.26%
2009.01.19,"475,000",6000,1.28%,"382,738","-9,490","21,628","63,721,257",43.26%
2009.01.16,"469,000",9500,2.07%,"445,234","11,354","-91,990","63,699,629",43.25%
2009.01.15,"459,500",-30000,-6.13%,"629,006","-152,574","-54,868","63,792,603",43.31%
2009.01.14,"489,500",-2000,-0.41%,"386,381","-12,976","-40,144","63,847,471",43.35%
2009.01.13,"491,500",2000,0.41%,"351,933","-86,837","30,458","63,887,615",43.37%
2009.01.12,"489,500",-3500,-0.71%,"354,360","10,096","-20,631","63,857,157",43.35%
2009.01.09,"493,000",-15000,-2.95%,"602,855","17,964","-96,445","63,877,788",43.37%
2009.01.08,"508,000",-16000,-3.05%,"613,566","67,530","-52,029","63,974,633",43.43%
2009.01.07,"524,000",26000,5.22%,"827,163","-34,359","252,104","64,028,150",43.47%
2009.01.06,"498,000",22000,4.62%,"901,449","189,811","183,553","63,776,333",43.30%
2009.01.05,"476,000",6000,1.28%,"609,528","-90,473","192,318","63,592,180",43.17%
2009.01.02,"470,000",19000,4.21%,"460,533","22,063","-29,052","63,407,902",43.05%
2008.12.30,"451,000",-3000,-0.66%,"359,177","-26,024","64,158","63,438,184",43.07%
2008.12.29,"454,000",-2000,-0.44%,"319,072","-38,426","-5,311","63,374,066",43.02%
2008.12.26,"456,000",-4000,-0.87%,"231,564","-34,497","21,641","63,379,377",43.03%
2008.12.24,"460,000",3500,0.77%,"378,921","14,769","-22,264","63,357,736",43.01%
2008.12.23,"456,500",-29500,-6.07%,"570,568","67,997","116,887","63,351,178",43.01%
2008.12.22,"486,000",-3500,-0.72%,"458,601","-16,098","52,772","63,233,961",42.93%
2008.12.19,"489,500",21500,4.59%,"980,858","181,230","114,179","63,183,884",42.89%
2008.12.18,"468,000",8500,1.85%,"667,525","4,537","117,315","63,069,766",42.82%
2008.12.17,"459,500",2500,0.55%,"677,723","-85,969","25,349","62,952,165",42.74%
2008.12.16,"457,000",-15000,-3.18%,"704,494","-137,506","-21,544","62,925,280",42.72%
2008.12.15,"472,000",7000,1.51%,"558,818","43,760","-15,900","62,946,941",42.73%
2008.12.12,"465,000",-17500,-3.63%,"558,446","-31,265","32,884","62,966,285",42.75%
2008.12.11,"482,500",1500,0.31%,"1,038,513","10,072","43,902","62,922,393",42.72%
2008.12.10,"481,000",11500,2.45%,"745,554","144,587","82,199","62,878,491",42.69%
2008.12.09,"469,500",5500,1.19%,"593,059","-85,271","217,586","62,796,292",42.63%
2008.12.08,"464,000",37000,8.67%,"808,511","127,802","30,816","62,578,706",42.48%
2008.12.05,"427,000",-3500,-0.81%,"591,562","16,630","-109,199","62,547,890",42.46%
2008.12.04,"430,500",-10500,-2.38%,"699,805","-107,275","-85,978","62,657,089",42.54%
2008.12.03,"441,000",-13000,-2.86%,"723,926","-175,000","-12,428","62,743,067",42.60%
2008.12.02,"454,000",-22500,-4.72%,"483,696","-32,417","1,439","62,755,455",42.60%
2008.12.01,"476,500",-9500,-1.95%,"430,148","-89,943","46,683","62,754,226",42.60%
2008.11.28,"486,000",1000,0.21%,"451,281","17,835","38,001","62,707,573",42.57%
2008.11.27,"485,000",12000,2.54%,"531,590","-71,271","191,281","62,667,572",42.54%
2008.11.26,"473,000",21500,4.76%,"620,918","7,059","175,066","62,476,291",42.41%
2008.11.25,"451,500",11500,2.61%,"662,270","68,085","17,642","62,301,225",42.30%
2008.11.24,"440,000",-2000,-0.45%,"582,670","-80,826","146,575","62,283,583",42.28%
2008.11.21,"442,000",19000,4.49%,"631,373","42,012","-6,585","62,136,928",42.18%
2008.11.20,"423,000",-15000,-3.42%,"561,849","15,866","21,194","62,148,513",42.19%
2008.11.19,"438,000",3000,0.69%,"620,423","51,746","-20,675","62,132,194",42.18%
2008.11.18,"435,000",-15500,-3.44%,"679,475","-84,093","-10,683","62,157,884",42.20%
2008.11.17,"450,500",-14500,-3.12%,"651,607","-31,422","-56,662","62,168,567",42.21%
2008.11.14,"465,000",-9000,-1.90%,"591,769","-87,432",-433,"62,225,229",42.24%
2008.11.13,"474,000",-6500,-1.35%,"737,100","2,464","-45,999","62,225,662",42.24%
2008.11.12,"480,500",10000,2.13%,"609,281","103,768","-15,235","62,274,122",42.28%
2008.11.11,"470,500",-4000,-0.84%,"720,884","42,487","-57,867","62,288,373",42.29%
2008.11.10,"474,500",-15000,-3.06%,"908,392","66,564","-298,255","62,344,884",42.33%
2008.11.07,"489,500",-2000,-0.41%,"992,374","23,286","-147,975","62,644,615",42.53%
2008.11.06,"491,500",-23500,-4.56%,"774,507","123,971","-154,546","62,792,590",42.63%
2008.11.05,"515,000",1000,0.19%,"820,001","52,851","-84,322","62,947,255",42.73%
2008.11.04,"514,000",-2000,-0.39%,"783,348","130,106","-158,934","63,034,037",42.79%
2008.11.03,"516,000",-19000,-3.55%,"882,742","-36,788","-62,458","63,193,051",42.90%
2008.10.31,"535,000",-2000,-0.37%,"1,231,473","-62,001","97,494","63,257,509",42.94%
2008.10.30,"537,000",62000,13.05%,"1,094,097","-34,423","245,562","63,161,490",42.88%
2008.10.29,"475,000",11500,2.48%,"1,297,469","-101,631","254,951","62,919,959",42.72%
2008.10.28,"463,500",25500,5.82%,"995,508","-36,795","83,136","62,681,694",42.55%
2008.10.27,"438,000",30500,7.48%,"962,000","71,876","61,418","62,589,743",42.49%
2008.10.24,"407,500",-65000,-13.76%,"1,192,527","205,334","-265,213","62,538,409",42.46%
2008.10.23,"472,500",-35500,-6.99%,"1,000,460","-22,531","-95,221","62,803,582",42.64%
2008.10.22,"508,000",-11000,-2.12%,"677,300","2,467","-60,050","62,899,050",42.70%
2008.10.21,"519,000",-2000,-0.38%,"490,358","-132,931","96,358","62,961,566",42.74%
2008.10.20,"521,000",16000,3.17%,"552,337","95,768","23,882","62,865,700",42.68%
2008.10.17,"505,000",1000,0.20%,"890,837","-14,267","-77,143","62,839,264",42.66%
2008.10.16,"504,000",-43000,-7.86%,"938,627","133,038","-353,098","62,916,407",42.71%
2008.10.15,"547,000",-13000,-2.32%,"629,148","107,001","-159,877","63,266,527",42.95%
2008.10.14,"560,000",36000,6.87%,"661,042","-47,395","205,296","63,425,604",43.06%
2008.10.13,"524,000",3000,0.58%,"610,040","109,882","-103,913","63,220,208",42.92%
2008.10.10,"521,000",-20000,-3.70%,"883,889","-13,130","-86,404","63,324,233",42.99%
2008.10.09,"541,000",13000,2.46%,"717,606","-27,367","114,316","63,410,737",43.05%
2008.10.08,"528,000",-3000,-0.56%,"658,704","7,750","74,706","63,296,264",42.97%
2008.10.07,"531,000",14000,2.71%,"593,762","42,854","32,715","63,221,407",42.92%
2008.10.06,"517,000",-11000,-2.08%,"635,956","-5,710","-7,334","63,189,184",42.90%
2008.10.02,"528,000",-5000,-0.94%,"547,951","17,569","-61,805","63,196,518",42.90%
2008.10.01,"533,000",-6000,-1.11%,"515,995","-99,301","12,442","63,278,423",42.96%
2008.09.30,"539,000",-5000,-0.92%,"757,960",-847,"-79,369","63,265,981",42.95%
2008.09.29,"544,000",-9000,-1.63%,"557,064","-111,254","101,910","63,345,350",43.00%
2008.09.26,"553,000",-14000,-2.47%,"526,402","34,257","-66,299","63,243,440",42.94%
2008.09.25,"567,000",3000,0.53%,"363,040","28,765","-4,976","63,315,392",42.98%
2008.09.24,"564,000",4000,0.71%,"414,021","15,336","34,381","63,321,197",42.99%
2008.09.23,"560,000",2000,0.36%,"462,841","49,847","4,541","63,287,905",42.97%
2008.09.22,"558,000",0,0.00%,"550,053","37,631","32,883","63,283,364",42.96%
2008.09.19,"558,000",41000,7.93%,"1,065,490","116,869","162,712","63,250,481",42.94%
2008.09.18,"517,000",-8000,-1.52%,"822,604","102,705","-261,621","63,087,491",42.83%
2008.09.17,"525,000",0,0.00%,"599,571","14,118","-103,848","63,349,230",43.01%
2008.09.16,"525,000",-18000,-3.31%,"821,181","206,065","-147,554","63,455,032",43.08%
2008.09.12,"543,000",6000,1.12%,"605,174","157,134","-173,370","63,603,580",43.18%
2008.09.11,"537,000",-5000,-0.92%,"944,275","-104,424","56,946","63,771,950",43.29%
2008.09.10,"542,000",6000,1.12%,"730,137","151,028","-190,429","63,715,008",43.26%
2008.09.09,"536,000",-7000,-1.29%,"440,819","-96,433","62,961","63,906,907",43.39%
2008.09.08,"543,000",23000,4.42%,"778,548","-10,446","70,369","63,844,946",43.34%
2008.09.05,"520,000",6000,1.17%,"872,989","167,574","-162,355","63,774,737",43.30%
2008.09.04,"514,000",-13000,-2.47%,"555,711","-15,707","-32,524","63,937,002",43.41%
2008.09.03,"527,000",10000,1.93%,"514,484","81,477","-49,468","63,974,446",43.43%
2008.09.02,"517,000",11000,2.17%,"688,885","271,102","-182,534","64,025,882",43.47%
2008.09.01,"506,000",-10000,-1.94%,"716,739","128,995","-132,950","64,212,106",43.59%
2008.08.29,"516,000",-5000,-0.96%,"729,444","139,333","-168,162","64,345,056",43.68%
2008.08.28,"521,000",-9000,-1.70%,"546,440","-51,607","9,274","64,517,154",43.80%
2008.08.27,"530,000",-10000,-1.85%,"687,408","48,479","-86,960","64,512,162",43.80%
2008.08.26,"540,000",-20000,-3.57%,"654,017","31,376","-158,840","64,599,122",43.86%
2008.08.25,"560,000",3000,0.54%,"291,262","46,432","-31,442","64,757,962",43.96%
2008.08.22,"557,000",4000,0.72%,"317,527","24,442","-22,799","64,789,404",43.98%
2008.08.21,"553,000",-7000,-1.25%,"352,531","-65,914","3,450","64,814,338",44.00%
2008.08.20,"560,000",-4000,-0.71%,"440,811","5,381","-67,774","64,812,189",44.00%
2008.08.19,"564,000",-15000,-2.59%,"357,515","1,115","-45,065","64,874,963",44.04%
2008.08.18,"579,000",-1000,-0.17%,"330,346","-49,123","28,736","64,921,247",44.07%
2008.08.14,"580,000",-7000,-1.19%,"394,525","-2,118","-67,088","64,892,511",44.05%
2008.08.13,"587,000",-8000,-1.34%,"388,962","-16,826","8,579","64,958,279",44.10%
2008.08.12,"595,000",10000,1.71%,"627,707","4,656","138,384","64,949,700",44.09%
2008.08.11,"585,000",12000,2.09%,"438,263","119,375","-22,066","64,811,316",44.00%
2008.08.08,"573,000",-5000,-0.87%,"490,693","-24,957","-43,375","64,833,628",44.01%
2008.08.07,"578,000",-9000,-1.53%,"469,476","-86,274","95,749","64,877,003",44.04%
2008.08.06,"587,000",20000,3.53%,"427,759","20,495","46,136","64,784,682",43.98%
2008.08.05,"567,000",2000,0.35%,"491,624","147,506","-81,006","64,738,546",43.95%
2008.08.04,"565,000",0,0.00%,"342,112","-12,673","32,947","64,819,502",44.01%
2008.08.01,"565,000",1000,0.18%,"270,036","12,615","29,758","64,786,555",43.98%
2008.07.31,"564,000",16000,2.92%,"526,648",401,"32,552","64,761,225",43.97%
2008.07.30,"548,000",4000,0.74%,"527,976","27,622","-50,086","64,728,675",43.94%
2008.07.29,"544,000",-16000,-2.86%,"597,317","-138,418","-11,239","64,778,761",43.98%
2008.07.28,"560,000",-16000,-2.78%,"877,946","-98,920","-45,526","64,790,452",43.99%
2008.07.25,"576,000",-38000,-6.19%,"1,011,832","-86,607","-145,383","64,837,187",44.02%
2008.07.24,"614,000",27000,4.60%,"700,116","34,852","57,594","64,982,554",44.12%
2008.07.23,"587,000",-3000,-0.51%,"568,533","68,547","-150,993","64,924,404",44.08%
2008.07.22,"590,000",-9000,-1.50%,"382,911","53,629","-91,845","65,075,397",44.18%
2008.07.21,"599,000",17000,2.92%,"519,952","146,051","-107,592","65,167,242",44.24%
2008.07.18,"582,000",-2000,-0.34%,"309,078","16,836","-4,369","65,274,834",44.31%
2008.07.17,"584,000",23000,4.10%,"652,098","28,360","-33,539","65,279,203",44.32%
2008.07.16,"561,000",8000,1.45%,"517,293","170,130","-158,569","65,302,742",44.33%
2008.07.15,"553,000",-14000,-2.47%,"544,346","48,637","-38,153","65,461,311",44.44%
2008.07.14,"567,000",-1000,-0.18%,"415,808","45,560","-76,589","65,499,464",44.47%
2008.07.11,"568,000",8000,1.43%,"655,727","-2,939","-78,022","65,576,053",44.52%
2008.07.10,"560,000",-15000,-2.61%,"1,074,177","-18,172","-135,903","65,654,075",44.57%
2008.07.09,"575,000",-18000,-3.04%,"597,274",-252,"-62,951","65,789,998",44.66%
2008.07.08,"593,000",-21000,-3.42%,"558,290","79,605","-110,846","65,852,979",44.71%
2008.07.07,"614,000",-2000,-0.32%,"523,088","98,251","-83,505","65,963,825",44.78%
2008.07.04,"616,000",-17000,-2.69%,"450,406","87,137","-155,889","66,047,330",44.84%
2008.07.03,"633,000",3000,0.48%,"586,598","142,841","-117,749","66,203,219",44.94%
2008.07.02,"630,000",-6000,-0.94%,"488,587","145,294","-109,930","66,320,968",45.02%
2008.07.01,"636,000",11000,1.76%,"673,368","130,984","-132,028","66,430,898",45.10%
2008.06.30,"625,000",-18000,-2.80%,"573,479","58,429","-65,456","66,555,992",45.18%
